prompt_id,section_id,title,visual_family,placement,priority,regeneration_priority,recommended_model,api_quality,api_size,recommended_variants,reference_tags,caption,overlay_notes,assembled_prompt
GFV6-10_9-A,10.9,Thought experiments,Scale-gate and odometer,margin prompt,core,high,gpt-image-1.5,high,1024x1024,3,SYS.1 brass_unit_stick; SYS.4 scale_gate_odometer,Equal additions and equal ratios create different worlds.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: clean mechanical resizing corridor with identical scale gates and a physical odometer that counts gate crossings
Subject: two living growth worlds side by side: one plant gains equal height increments marked by equal spacer blocks, while another plant passes through equal ratio rings and compounds.
Conceptual action: Equal additions and equal ratios create different worlds; the contrast is visible at a glance: equal additions versus equal multiplications
Composition: interactive puzzle-like still life; one object and one visible manipulation; generous empty space for margin placement
Materials / medium: premium product-style 3D render; brushed brass gates, matte ceramic objects, blank odometer wheels, soft studio shadows
Surface / text policy: Text layer: odometer wheels use blank notches or light positions; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: small margin plate for reflective adult learning"
GFV6-11-A,11,"Irrationals, completeness, and the point that survives infinite refinement",Refinement optics,chapter opener,core,normal,gpt-image-1.5,high,1536x1024,2,SYS.1 brass_unit_stick; SYS.2 amber_invariant_glow; SYS.3 refinement_lens,A real number is what survives every refinement.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: optical workbench with nested shutters, lenses, microscopes, translucent windows, and increasingly fine slices
Subject: a star being isolated by nested rectangular shutters, each smaller than the last, until one exact point remains.
Conceptual action: A real number is what survives every refinement; in the foreground, a square diagonal points to a missing place on a rational ruler
Composition: chapter-opener plate; one dominant metaphor with two or three supporting objects; wide negative space for title overlay
Materials / medium: macro editorial photography mixed with precise illustration; glass, black velvet, warm amber focal point, clean shadows
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: opening editorial spread for a geometry-first adult learning book"
GFV6-11_1-A,11.1,Density is not the same as no gaps,Refinement optics,conceptual city map,core,normal,gpt-image-1.5,high,1536x1024,1,SYS.2 amber_invariant_glow; SYS.3 refinement_lens,Dense does not mean complete.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: optical workbench with nested shutters, lenses, microscopes, translucent windows, and increasingly fine slices
Subject: a dense city grid full of tiny lit houses between any two houses, but with one glowing empty lot where an address exists.
Conceptual action: Density differs from completeness; the city is crowded yet incomplete
Composition: one refinement process; exact endpoint or stable survivor centered; surrounding approximations fade outward
Materials / medium: macro editorial photography mixed with precise illustration; glass, black velvet, warm amber focal point, clean shadows
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: pedagogical concept plate for limits, completeness, and calculus"
GFV6-11_2-A,11.2,Geometry demands sqrt2,Refinement optics,geometric object plate,core,normal,gpt-image-1.5,high,1536x1024,1,SYS.3 refinement_lens,The diagonal exists before arithmetic can name it neatly.,"Overlay optional for square and number-line labels. Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: optical workbench with nested shutters, lenses, microscopes, translucent windows, and increasingly fine slices
Subject: a unit square as a real physical tile with a diagonal brass rod removed and placed against a number line where The rod looks unquestionably real; the ruler's failure is the problem.
Conceptual action: The diagonal exists before arithmetic can name it neatly.
Composition: one refinement process; exact endpoint or stable survivor centered; surrounding approximations fade outward
Materials / medium: macro editorial photography mixed with precise illustration; glass, black velvet, warm amber focal point, clean shadows
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: pedagogical concept plate for limits, completeness, and calculus"
GFV6-11_3-A,11.3,Nested intervals: defining a point by surviving every refinement,Refinement optics,hero plate,core,normal,gpt-image-1.5,high,1536x1024,1,SYS.2 amber_invariant_glow; SYS.3 refinement_lens,The point is the unique survivor of all nested constraints.,"Overlay optional for interval endpoints. Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: optical workbench with nested shutters, lenses, microscopes, translucent windows, and increasingly fine slices
Subject: a sequence of transparent interval windows closing around one luminous point on a line.
Conceptual action: The point is the unique survivor of all nested constraints; each window is nested inside the last, with widths shrinking toward invisibility
Composition: one refinement process; exact endpoint or stable survivor centered; surrounding approximations fade outward
Materials / medium: macro editorial photography mixed with precise illustration; glass, black velvet, warm amber focal point, clean shadows
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: pedagogical concept plate for limits, completeness, and calculus"
GFV6-11_3-B-A,11.3-B,Nested intervals - alternate,Refinement optics,optional plate,optional,normal,gpt-image-1.5,high,1536x1024,1,SYS.2 amber_invariant_glow; SYS.3 refinement_lens,Exactness can be approached by tightening finite cages.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: optical workbench with nested shutters, lenses, microscopes, translucent windows, and increasingly fine slices
Subject: a glowing bead inside five nested glass boxes, each box thinner than the previous.
Conceptual action: Exactness can be approached by tightening finite cages; the boxes are finite approximations; the bead is the forced exact object
Composition: minimal companion plate; one apparatus centered; at least half the image is clean overlay space
Materials / medium: macro editorial photography mixed with precise illustration; glass, black velvet, warm amber focal point, clean shadows
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: companion plate designed to receive exact vector diagram overlays"
GFV6-11_4-A,11.4,"A decimal expansion is a report, not the number",Refinement optics,corrective image,core,medium,gpt-image-1.5,high,1536x1024,2,SYS.3 refinement_lens,"Digits are reports about the point, not the point itself.","Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: optical workbench with nested shutters, lenses, microscopes, translucent windows, and increasingly fine slices
Subject: a stable luminous point on a blank line while an overhead mechanical ticker emits a stream of small abstract marks that never becomes the main object.
Conceptual action: Digits are reports about the point, separate from the point; the marks are reports; the point is primary
Composition: one refinement process; exact endpoint or stable survivor centered; surrounding approximations fade outward
Materials / medium: macro editorial photography mixed with precise illustration; glass, black velvet, warm amber focal point, clean shadows
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: pedagogical concept plate for limits, completeness, and calculus"
GFV6-11_5-A,11.5,Connection back to Eudoxus,Refinement optics,motif callback,core,high,gpt-image-1.5,high,1536x1024,3,SYS.1 brass_unit_stick; SYS.2 amber_invariant_glow; SYS.3 refinement_lens,Proportion and real numbers both define objects by all finite tests they survive.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: two-panel bridge on a black optical workbench
Subject: left: two finite balance tests for an unseen ratio; right: nested interval shutters around one unseen point
Conceptual action: show the same logic: finite tests force an exact object
Composition: exactly two parallel panels; amber survivor line connects the panels; each panel has one apparatus
Materials / medium: brass balances, glass shutters, black velvet, amber focal line
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: pedagogical concept plate for limits, completeness, and calculus"
GFV6-11_5-B,11.5-B,Eudoxus-to-completeness callback - same test logic,Refinement optics,motif bridge,optional,medium,gpt-image-1.5,high,1536x1024,2,SYS.1 brass_unit_stick; SYS.2 amber_invariant_glow; SYS.3 refinement_lens,"Ratios, real numbers, and limits all define exactness through finite tests that survive refinement.","Overlay arrows or captions in layout only. Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: optical workbench with nested shutters, lenses, microscopes, translucent windows, and increasingly fine slices
Subject: a same-logic callback image: a left hand tests ratios with finite balance comparisons; a right hand narrows a point with finite interval shutters.
Conceptual action: Ratios, real numbers, and limits all define exactness through finite tests that survive refinement; between them, one amber survivor line connects the hidden ratio to the hidden point
Composition: minimal companion plate; one apparatus centered; at least half the image is clean overlay space
Materials / medium: macro editorial photography mixed with precise illustration; glass, black velvet, warm amber focal point, clean shadows
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: companion plate designed to receive exact vector diagram overlays"
GFV6-11_6-A,11.6,Zeno's shadow and why infinite subdivision does not destroy finiteness,Refinement optics,poetic path image,core,normal,gpt-image-1.5,high,1536x1024,1,SYS.1 brass_unit_stick; SYS.3 refinement_lens,Infinitely many pieces can still assemble into one finite whole.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: optical workbench with nested shutters, lenses, microscopes, translucent windows, and increasingly fine slices
Subject: a ribbon path divided into half, quarter, eighth, and smaller segments, each colored lighter, all folding back to exactly fill one unit frame.
Conceptual action: Shrinking half-quarter-eighth pieces assemble into one finite whole; the infinity of pieces looks like refinement, refinement inside the same finite frame
Composition: one refinement process; exact endpoint or stable survivor centered; surrounding approximations fade outward
Materials / medium: macro editorial photography mixed with precise illustration; glass, black velvet, warm amber focal point, clean shadows
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: pedagogical concept plate for limits, completeness, and calculus"
GFV6-11_7-A,11.7,Historical note: rigor took time,Refinement optics,library timeline,core,normal,gpt-image-1.5,high,1536x1024,1,SYS.2 amber_invariant_glow; SYS.3 refinement_lens,Completeness became explicit only after a long historical struggle.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: instrument-led historical still life; one era-specific work surface, closed books, blank tools only
Subject: ancient geometry manuscripts, calculus notes, and 19th-century analysis texts connected by nested magnifying lenses.
Conceptual action: Completeness became explicit only after a long historical struggle; suggest that intuition arrived early but logical housing took centuries to build
Composition: single still-life or one restrained historical scene; exactly one practical problem is visible through instruments
Materials / medium: macro editorial photography mixed with precise illustration; glass, black velvet, warm amber focal point, clean shadows
Surface / text policy: Text layer: closed books, blank paper, abstract ticks only; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: historical editorial plate; context comes from instruments and one practical problem; restrained scene"
GFV6-11_8-A,11.8,Thought experiments,Refinement optics,margin prompt,core,normal,gpt-image-1.5,medium,1024x1024,1,SYS.2 amber_invariant_glow; SYS.3 refinement_lens,Exactness is the limit of disciplined narrowing.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: optical workbench with nested shutters, lenses, microscopes, translucent windows, and increasingly fine slices
Subject: a sequence of narrowing calipers around a hidden bead on a line.
Conceptual action: Exactness is the limit of disciplined narrowing; each caliper choice rules out more space
Composition: interactive puzzle-like still life; one object and one visible manipulation; generous empty space for margin placement
Materials / medium: macro editorial photography mixed with precise illustration; glass, black velvet, warm amber focal point, clean shadows
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: small margin plate for reflective adult learning"
GFV6-A-A,A,"Angle, circle, and trigonometric thinking",Turning and projection observatory,interlude opener,core,normal,gpt-image-1.5,high,1536x1024,2,SYS.5 rotating_bead,Trigonometry is the mathematics of turning and projected shadow.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: observatory table under a dark sky; rotating arm, circular rail, projection walls, shadows, pendulum, and sky instruments
Subject: a rotating telescope arm sweeping a circle under the stars.
Conceptual action: Trigonometry is the mathematics of turning and projected shadow; its tip casts shadows onto horizontal and vertical measuring walls
Composition: chapter-opener plate; one dominant metaphor with two or three supporting objects; wide negative space for title overlay
Materials / medium: night-sky editorial realism; brass pivots, glass bead, charcoal paper, soft moonlight, clean projected shadows
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: opening editorial spread for a geometry-first adult learning book"
GFV6-A_1-A,A.1,Why turning deserves its own chapter,Turning and projection observatory,subsection plate,core,normal,gpt-image-1.5,high,1536x1024,1,SYS.1 brass_unit_stick; SYS.5 rotating_bead,Turning is not decoration; it is a core operation.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: observatory table under a dark sky; rotating arm, circular rail, projection walls, shadows, pendulum, and sky instruments
Subject: a large compass arm rotating around a fixed point, leaving a luminous arc.
Conceptual action: Turning is a core operation; it is a core operation; nearby, translation and dilation tools rest on the table, making room for a third basic act: turn
Composition: one turning action; one rotating point and its projections; keep axes and labels for vector overlay
Materials / medium: night-sky editorial realism; brass pivots, glass bead, charcoal paper, soft moonlight, clean projected shadows
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: book plate for trigonometry, periodicity, and rotation"
GFV6-A_2-A,A.2,"Angle is amount of turn, not just amount of corner",Turning and projection observatory,conceptual image,core,normal,gpt-image-1.5,high,1536x1024,1,SYS.1 brass_unit_stick; SYS.5 rotating_bead,"An angle measures rotation, not merely a static corner.","Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: observatory table under a dark sky; rotating arm, circular rail, projection walls, shadows, pendulum, and sky instruments
Subject: a lighthouse beam sweeping from one direction to another, leaving an arc of motion.
Conceptual action: An angle measures rotation, the amount of rotation; the wedge between beams is secondary; the action of turning is primary
Composition: one turning action; one rotating point and its projections; keep axes and labels for vector overlay
Materials / medium: night-sky editorial realism; brass pivots, glass bead, charcoal paper, soft moonlight, clean projected shadows
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: book plate for trigonometry, periodicity, and rotation"
GFV6-A_3-A,A.3,Radians: the honest unit of angle,Turning and projection observatory,technical-art plate,core,normal,gpt-image-1.5,high,1536x1024,1,SYS.1 brass_unit_stick; SYS.5 rotating_bead,A radian is an angle measured by arc length relative to radius.,"Overlay recommended for radius, arc, and one-radian mark. Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: observatory table under a dark sky; rotating arm, circular rail, projection walls, shadows, pendulum, and sky instruments
Subject: a piece of string equal to the circle's radius being wrapped along the circumference to mark one radian.
Conceptual action: A radian is an angle measured by arc length relative to radius; the radius string and arc string is visibly congruent, with the central angle formed by the endpoints
Composition: one turning action; one rotating point and its projections; keep axes and labels for vector overlay
Materials / medium: night-sky editorial realism; brass pivots, glass bead, charcoal paper, soft moonlight, clean projected shadows
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: book plate for trigonometry, periodicity, and rotation"
GFV6-A_4-A,A.4,"Sine, cosine, and tangent are shape fingerprints",Turning and projection observatory,unit circle diagram-art,core,normal,gpt-image-1.5,high,1536x1024,1,SYS.1 brass_unit_stick; SYS.5 rotating_bead,Trig functions are projections and ratios attached to a turn.,"Overlay for sin/cos/tan labels recommended. Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: observatory table under a dark sky; rotating arm, circular rail, projection walls, shadows, pendulum, and sky instruments
Subject: a point on a unit circle with a lamp casting its horizontal and vertical shadows onto two axes, while a tangent line catches a third shadow.
Conceptual action: Trig functions are projections and ratios attached to a turn; the point, shadows, and tangent forms one clean visual system
Composition: one turning action; one rotating point and its projections; keep axes and labels for vector overlay
Materials / medium: night-sky editorial realism; brass pivots, glass bead, charcoal paper, soft moonlight, clean projected shadows
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: book plate for trigonometry, periodicity, and rotation"
GFV6-A_4-B-A,A.4-B,"Sine, cosine, tangent - alternate",Turning and projection observatory,optional tactile plate,optional,normal,gpt-image-1.5,high,1536x1024,1,SYS.5 rotating_bead,Turning creates changing projections.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: observatory table under a dark sky; rotating arm, circular rail, projection walls, shadows, pendulum, and sky instruments
Subject: a bead moving around a circular track.
Conceptual action: Turning creates changing projections; as it moves, two sliders on perpendicular rails follow its shadows
Composition: minimal companion plate; one apparatus centered; at least half the image is clean overlay space
Materials / medium: night-sky editorial realism; brass pivots, glass bead, charcoal paper, soft moonlight, clean projected shadows
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: companion plate designed to receive exact vector diagram overlays"
GFV6-A_5-A,A.5,"Another lens: shadows, slopes, and the unit circle",Turning and projection observatory,horizontal analogy plate,core,normal,gpt-image-1.5,high,1536x1024,1,SYS.1 brass_unit_stick; SYS.5 rotating_bead,Sine and cosine are shadows; tangent is a slope relation.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: observatory table under a dark sky; rotating arm, circular rail, projection walls, shadows, pendulum, and sky instruments
Subject: the same rotating rod under a low sun, casting a shadow whose length changes, while a slope ramp beside it rises and falls with the tangent idea.
Conceptual action: Sine and cosine are shadows; tangent is a slope relation; keep the unit circle faint in the background; foreground the physical shadow
Composition: one turning action; one rotating point and its projections; keep axes and labels for vector overlay
Materials / medium: night-sky editorial realism; brass pivots, glass bead, charcoal paper, soft moonlight, clean projected shadows
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: book plate for trigonometry, periodicity, and rotation"
GFV6-A_6-A,A.6,Historical note: trigonometry was forced by the sky,Turning and projection observatory,historical note plate,core,normal,gpt-image-1.5,high,1536x1024,1,SYS.1 brass_unit_stick; SYS.5 rotating_bead,Astronomy and navigation made angle measurement indispensable.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: instrument-led historical still life; one era-specific work surface, closed books, blank tools only
Subject: an astrolabe, star chart, desert horizon, and ship's navigation instruments arranged around a circular measuring disk.
Conceptual action: Astronomy and navigation made angle measurement indispensable; the sky is the problem-generator: distant objects forced humans to measure angles before distances
Composition: single still-life or one restrained historical scene; exactly one practical problem is visible through instruments
Materials / medium: night-sky editorial realism; brass pivots, glass bead, charcoal paper, soft moonlight, clean projected shadows
Surface / text policy: Text layer: closed books, blank paper, abstract ticks only; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: historical editorial plate; context comes from instruments and one practical problem; restrained scene"
GFV6-A_7-A,A.7,Why this interlude pays rent later,Turning and projection observatory,motif bridge,core,normal,gpt-image-1.5,high,1536x1024,1,SYS.5 rotating_bead,"Turning returns as waves, complex multiplication, and periodic motion.","Overlay optional for chapter callbacks. Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: observatory table under a dark sky; rotating arm, circular rail, projection walls, shadows, pendulum, and sky instruments
Subject: a three-stage visual bridge: rotating point on circle, its shadow tracing a wave, and the same rotation becoming multiplication in the complex plane.
Conceptual action: Turning returns as waves, complex multiplication, and periodic motion; use the same bead in all three stages so the learner sees one object moving through later chapters
Composition: one turning action; one rotating point and its projections; keep axes and labels for vector overlay
Materials / medium: night-sky editorial realism; brass pivots, glass bead, charcoal paper, soft moonlight, clean projected shadows
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: book plate for trigonometry, periodicity, and rotation"
GFV6-A_8-A,A.8,Thought experiments,Turning and projection observatory,margin prompt,core,normal,gpt-image-1.5,medium,1024x1024,1,SYS.5 rotating_bead,Watch a turn through its shadow.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: observatory table under a dark sky; rotating arm, circular rail, projection walls, shadows, pendulum, and sky instruments
Subject: a pendulum swinging while its bob's shadow moves back and forth along a straight track.
Conceptual action: Watch a turn through its shadow; the circular motion and linear projection is visible at once, inviting the reader to imagine what quantity repeats
Composition: interactive puzzle-like still life; one object and one visible manipulation; generous empty space for margin placement
Materials / medium: night-sky editorial realism; brass pivots, glass bead, charcoal paper, soft moonlight, clean projected shadows
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: small margin plate for reflective adult learning"
GFV6-12-A,12,Complex numbers,Transformation theatre,chapter opener,core,normal,gpt-image-1.5,high,1536x1024,2,SYS.5 rotating_bead,The real line is too small for rotation; the plane is the right stage.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: small theatrical transformation stage; rails, turntables, levers, mirrors, input/output paths, and controlled spotlights
Subject: a narrow number-line railway reaching a cliff where a plane opens beneath it like a luminous map.
Conceptual action: The real line is too small for rotation; the plane is the right stage; a point leaves the rail and gains both distance from origin and direction angle
Composition: chapter-opener plate; one dominant metaphor with two or three supporting objects; wide negative space for title overlay
Materials / medium: editorial 3D illustration; matte black stage, brass mechanisms, colored glass arrows, soft smoke-free lighting
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: opening editorial spread for a geometry-first adult learning book"
GFV6-12_1-A,12.1,Why the real line is not the whole story,Transformation theatre,conceptual threshold,core,normal,gpt-image-1.5,medium,1536x1024,1,SYS.1 brass_unit_stick,Some operations require a larger space.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: small theatrical transformation stage; rails, turntables, levers, mirrors, input/output paths, and controlled spotlights
Subject: a one-dimensional track that can only move left and right, then reveal a circular turn that cannot live on the track while preserving connected material the idea.
Conceptual action: Rotation requires a larger space; the plane opens as the missing space where rotation becomes possible
Composition: one machine action; before/after states separated by clear space; exact symbols added later
Materials / medium: editorial 3D illustration; matte black stage, brass mechanisms, colored glass arrows, soft smoke-free lighting
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: conceptual book illustration for transformations and functions"
GFV6-12_2-A,12.2,A complex number as magnitude and angle,Transformation theatre,subsection plate,core,normal,gpt-image-1.5,medium,1536x1024,1,SYS.5 rotating_bead,A complex number stores distance and direction.,"Overlay optional for magnitude and angle. Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: small theatrical transformation stage; rails, turntables, levers, mirrors, input/output paths, and controlled spotlights
Subject: a point in the plane reached by a rope from the origin and a compass arc from the positive axis.
Conceptual action: A complex number stores distance and direction; the rope gives magnitude; the arc gives angle
Composition: one machine action; before/after states separated by clear space; exact symbols added later
Materials / medium: editorial 3D illustration; matte black stage, brass mechanisms, colored glass arrows, soft smoke-free lighting
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: conceptual book illustration for transformations and functions"
GFV6-12_3-A,12.3,Addition and multiplication are different geometries on the same plane,Transformation theatre,diptych,core,normal,gpt-image-1.5,medium,1536x1024,1,SYS.5 rotating_bead,Complex addition moves; complex multiplication rotates and scales.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: small theatrical transformation stage; rails, turntables, levers, mirrors, input/output paths, and controlled spotlights
Subject: two panels on the same complex plane.
Conceptual action: Complex addition moves; complex multiplication rotates and scales; left: arrows slide head-to-tail for addition
Composition: exactly two equal panels; left and right are visually parallel; blank gutter between panels; one action per panel
Materials / medium: editorial 3D illustration; matte black stage, brass mechanisms, colored glass arrows, soft smoke-free lighting
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: conceptual book illustration for transformations and functions"
GFV6-12_4-A,12.4,"Multiplication becomes multiply magnitudes, add angles",Transformation theatre,diagram-art hybrid,core,normal,gpt-image-1.5,medium,1536x1024,1,SYS.5 rotating_bead,Composing rotate-scale actions multiplies lengths and adds turns.,"Overlay for angle arcs recommended. Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: small theatrical transformation stage; rails, turntables, levers, mirrors, input/output paths, and controlled spotlights
Subject: two rotate-scale transformations performed in sequence by a dancer-like arrow: first it lengthens and turns, then lengthens and turns again.
Conceptual action: Composing rotate-scale actions multiplies lengths and adds turns; a final arrow records multiplied length and accumulated angle
Composition: one machine action; before/after states separated by clear space; exact symbols added later
Materials / medium: editorial 3D illustration; matte black stage, brass mechanisms, colored glass arrows, soft smoke-free lighting
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: conceptual book illustration for transformations and functions"
GFV6-12_5-A,12.5,What i really is,Transformation theatre,iconic plate,core,normal,gpt-image-1.5,medium,1536x1024,1,SYS.1 brass_unit_stick; SYS.5 rotating_bead,i is the unit quarter-turn.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: small theatrical transformation stage; rails, turntables, levers, mirrors, input/output paths, and controlled spotlights
Subject: i as a small mechanical key that turns every arrow exactly 90 degrees while preserving length.
Conceptual action: i is the unit quarter-turn; one arrow before and after the quarter-turn
Composition: one machine action; before/after states separated by clear space; exact symbols added later
Materials / medium: editorial 3D illustration; matte black stage, brass mechanisms, colored glass arrows, soft smoke-free lighting
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: conceptual book illustration for transformations and functions"
GFV6-12_6-A,12.6,Square roots of negatives,Transformation theatre,conceptual plate,core,normal,gpt-image-1.5,medium,1536x1024,1,SYS.1 brass_unit_stick; SYS.5 rotating_bead,The square root of -1 is the operation that turns twice into a half-turn.,"Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: small theatrical transformation stage; rails, turntables, levers, mirrors, input/output paths, and controlled spotlights
Subject: a half-turn transformation split into two equal quarter-turn arcs.
Conceptual action: The square root of -1 is the operation that turns twice into a half-turn; a rigid arrow reaches the negative direction after two identical turns
Composition: one machine action; before/after states separated by clear space; exact symbols added later
Materials / medium: editorial 3D illustration; matte black stage, brass mechanisms, colored glass arrows, soft smoke-free lighting
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: conceptual book illustration for transformations and functions"
GFV6-12_7-A,12.7,Euler's formula as compressed geometry,Transformation theatre,hero plate,core,medium,gpt-image-1.5,medium,1536x1024,2,SYS.5 rotating_bead,Euler's formula compresses continuous rotation into exponential language.,"Overlay equation later if desired; do not generate text in image. Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: turntable observatory with one lamp fixed on a circular rail
Subject: lamp rotates at constant radius while exactly two shadow sliders move on perpendicular rails
Conceptual action: show continuous rotation as bookkeeping: one circular motion, two projected components
Composition: circle centered; two projection rails at right angle; clean empty corner for overlay
Materials / medium: brass turntable, glass lamp, charcoal paper, moonlit shadows
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: conceptual book illustration for transformations and functions"
GFV6-12_7-C,12.7-C,Euler formula companion - turntable bookkeeping,Turning and projection observatory,conceptual plate,optional,medium,gpt-image-1.5,high,1536x1024,2,SYS.5 rotating_bead,Euler's formula is continuous rotation bookkeeping.,"Overlay any formula or angle marks later. Add exact labels, axes, theorem lines, tick marks, and equations only as vector overlays after generation.","Scene: observatory table under a dark sky; rotating arm, circular rail, projection walls, shadows, pendulum, and sky instruments
Subject: a polished turntable with a lamp mounted on its edge.
Conceptual action: Euler's formula is continuous rotation bookkeeping; as the table rotates, the lamp remains at fixed radius while two shadow sliders move on perpendicular rails
Composition: minimal companion plate; one apparatus centered; at least half the image is clean overlay space
Materials / medium: night-sky editorial realism; brass pivots, glass bead, charcoal paper, soft moonlight, clean projected shadows
Surface / text policy: Text layer: all surfaces are blank or abstract texture; generated image contains zero letters, numerals, formulas, signage, or pseudo-script.
Use: companion plate designed to receive exact vector diagram overlays"
